Individual/Business name,Address,Economic activity,Year
"Reid, W.W.","? Heffernan La, Melbourne, Australia",poster artist,1917
Melb City Council battery house,"? Heffernan La, Melbourne, Australia",[no data],1917
Melb City Council battery house,"? Heffernan La, Melbourne, Australia",[no data],1918
Melb City Council battery house,"? Heffernan La, Melbourne, Australia",[no data],1919
Melb City Council battery house,"? Heffernan La, Melbourne, Australia",[no data],1920
1st of '2 houses occupied by Chinese',"? Heffernan La, Melbourne, Australia",[no data],1920
2nd of '2 houses occupied by Chinese',"? Heffernan La, Melbourne, Australia",[no data],1920
M.C.C. Electricity Supply Club,"- Heffernan La, Melbourne, Australia",[no data],1940
Melbourne City Council,"- Heffernan La, Melbourne, Australia",battery house,1940
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1900
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1901
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1902
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1903
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1904
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1905
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1906
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1907
Quong Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1908
Quong Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1909
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1910
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1911
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1912
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1913
Quon Che On,"11 Heffernan La, Melbourne, Australia",Chinese cookshop,1914
Quon Che On,"11 Heffernan La, Melbourne, Australia",cafe,1915
Chung Wah,"11 Heffernan La, Melbourne, Australia",cafe,1916
Chung Wah,"11 Heffernan La, Melbourne, Australia",cafe,1917
Chung Wah,"11 Heffernan La, Melbourne, Australia",cafe,1918
Chung Wah,"11 Heffernan La, Melbourne, Australia",cafe,1919
Chung Wah,"11 Heffernan La, Melbourne, Australia",cafe,1920
Chung Wah,"11 Heffernan La, Melbourne, Australia",cafe,1940
Hee Gin,"13 Heffernan La, Melbourne, Australia",[no data],1911
Hee Gin,"13 Heffernan La, Melbourne, Australia",[no data],1912
"Beecham, C., & Co","14 Heffernan La, Melbourne, Australia",shop fitters,1900
"Beecham, C., & Co","14 Heffernan La, Melbourne, Australia",shop fitters,1901
"Beecham, C., & Co","14 Heffernan La, Melbourne, Australia",shop fitters,1902
"Duff, Thos., & Bros","14 Heffernan La, Melbourne, Australia",[no data],1903
"Duff, Thos., & Bros","14 Heffernan La, Melbourne, Australia",[no data],1904
"Duff, Thos., & Bros","14 Heffernan La, Melbourne, Australia",shop fitters & show case makers,1905
"Duff, Thos., & Bros","14 Heffernan La, Melbourne, Australia",shop fitters & show case makers,1906
Canton Society,"14 Heffernan La, Melbourne, Australia",[no data],1907
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchant,1908
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1909
On Chung Tai &  Co,"14 Heffernan La, Melbourne, Australia",merchants,1910
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1911
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1912
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1913
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1914
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1915
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1916
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1917
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1918
Yee Tong Club (Chinese),"14 Heffernan La, Melbourne, Australia",[no data],1918
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1919
Yee Tong Club (Chinese),"14 Heffernan La, Melbourne, Australia",[no data],1919
On Chung Tai & Co,"14 Heffernan La, Melbourne, Australia",merchants,1920
Yee Tong Club (Chinese),"14 Heffernan La, Melbourne, Australia",[no data],1920
Shanghai Society,"14 Heffernan La, Melbourne, Australia",[no data],1940
Lee Fong,"15 Heffernan La, Melbourne, Australia",bootmaker,1900
"Reid, W.W.","15 Heffernan La, Melbourne, Australia",poster artist,1940
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1908
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1909
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1910
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1911
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1912
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1913
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1914
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1915
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1916
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1917
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1918
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1919
Shanghai Society,"16 Heffernan La, Melbourne, Australia",[no data],1920
"Union Electric Light Co - Draper, T.T. & Co","19 Heffernan La, Melbourne, Australia",[no data],1900
"Union Electric Light Co - Draper, Thos. T., & Co","19 Heffernan La, Melbourne, Australia",[no data],1901
City Council's electric supply station,"19 Heffernan La, Melbourne, Australia",[no data],1902
vacant,"19 Heffernan La, Melbourne, Australia",vacant,1903
M.C.C. electric supply store yard,"19 Heffernan La, Melbourne, Australia",[no data],1904
Kit Tong,"19 Heffernan La, Melbourne, Australia",woodyard,1905
Kit Tong,"19 Heffernan La, Melbourne, Australia",woodyard,1906
Chinese,"20 Heffernan La, Melbourne, Australia",[no data],1910
Ah Quong,"20 Heffernan La, Melbourne, Australia",[no data],1911
Ah Wah,"20 Heffernan La, Melbourne, Australia",[no data],1916
Ah Wah,"20 Heffernan La, Melbourne, Australia",[no data],1917
Ah Wah,"20 Heffernan La, Melbourne, Australia",[no data],1918
Ah Quong,"20 Heffernan La, Melbourne, Australia",[no data],1919
Occupied by Chinese,"20 Heffernan La, Melbourne, Australia",[no data],1940
"Whan, Mrs Alice M.","22 Heffernan La, Melbourne, Australia",[no data],1908
Hey Sing,"22 Heffernan La, Melbourne, Australia",[no data],1910
Hey Sing,"22 Heffernan La, Melbourne, Australia",[no data],1911
Tack Kee,"22 Heffernan La, Melbourne, Australia",[no data],1914
Tack Kee,"22 Heffernan La, Melbourne, Australia",[no data],1915
Tack Kee,"22 Heffernan La, Melbourne, Australia",[no data],1916
Tack Kee,"22 Heffernan La, Melbourne, Australia",[no data],1917
Tack Kee,"22 Heffernan La, Melbourne, Australia",[no data],1918
"Benn, Hy","22 Heffernan La, Melbourne, Australia",[no data],1919
"Benn, Hy","22 Heffernan La, Melbourne, Australia",[no data],1920
"Union Electric Light Co - Draper, T.T. & Co","24 Heffernan La, Melbourne, Australia",[no data],1900
"Union Electric Light Co - Draper, T.T., & Co","24 Heffernan La, Melbourne, Australia",[no data],1901
City Council's electric supply station,"24 Heffernan La, Melbourne, Australia",[no data],1902
vacant,"24 Heffernan La, Melbourne, Australia",vacant,1903
vacant,"24 Heffernan La, Melbourne, Australia",vacant,1904
Sun Goon Shing,"24 Heffernan La, Melbourne, Australia",tea merchant,1910
Sun Goon Shing,"24 Heffernan La, Melbourne, Australia",tea merchant,1911
Sun Goon Shing,"24 Heffernan La, Melbourne, Australia",tea merchant,1912
Sun Goon Shing,"24 Heffernan La, Melbourne, Australia",tea merchant,1913
Suey Wing Chung & Co,"24 Heffernan La, Melbourne, Australia",[no data],1914
Chung Wah Cafe,"24 Heffernan La, Melbourne, Australia",[no data],1914
Kit Tong,"25 Heffernan La, Melbourne, Australia",woodyard,1907
Kit Tong,"25 Heffernan La, Melbourne, Australia",woodyard,1908
Kitt Tong,"25 Heffernan La, Melbourne, Australia",woodyard,1909
Kit Tong,"25 Heffernan La, Melbourne, Australia",woodyard,1910
Kit Tong,"25 Heffernan La, Melbourne, Australia",woodyard,1911
Chinese Mission Hall,"26 Heffernan La, Melbourne, Australia",[no data],1905
Chinese Mission Hall,"26 Heffernan La, Melbourne, Australia",[no data],1906
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1907
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1908
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1909
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1910
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1911
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1912
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1913
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1914
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1915
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1916
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1917
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1918
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1919
Presbyterian Mission School,"26 Heffernan La, Melbourne, Australia",[no data],1920
M.C.C. Electricity Supply,"26 Heffernan La, Melbourne, Australia",sub station,1940
State Electricity Commission,"26 Heffernan La, Melbourne, Australia",sub station,1940
Wee Pack,"28 Heffernan La, Melbourne, Australia",[no data],1907
Chinese,"28 Heffernan La, Melbourne, Australia",[no data],1910
Chinese,"28 Heffernan La, Melbourne, Australia",[no data],1911
Quong Shang,"28 Heffernan La, Melbourne, Australia",[no data],1917
Quong Shang,"28 Heffernan La, Melbourne, Australia",[no data],1918
Quong Shang,"28 Heffernan La, Melbourne, Australia",[no data],1919
Quong Shang,"28 Heffernan La, Melbourne, Australia",[no data],1920
"Reid, W.W.","28 Heffernan La, Melbourne, Australia",poster artist,1920
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1901
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1902
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1903
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1904
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1905
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1906
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1907
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1908
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1909
"Reid, W.W.","30 Heffernan La, Melbourne, Australia",poster artist,1909
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1910
"Reid, W.W.","30 Heffernan La, Melbourne, Australia",poster artist,1910
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1911
"Reid, W.W.","30 Heffernan La, Melbourne, Australia",poster artist,1911
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1912
"Reid, W.W.","30 Heffernan La, Melbourne, Australia",poster artist,1912
Quong Shang,"30 Heffernan La, Melbourne, Australia",tea merchant,1913
"Reid, W.W.","30 Heffernan La, Melbourne, Australia",poster artist,1913
[no data],"32 Heffernan La, Melbourne, Australia",Chinese laundry,1910
Hie Loy,"32 Heffernan La, Melbourne, Australia",[no data],1911
Hie Loy,"32 Heffernan La, Melbourne, Australia",[no data],1914
"Reid, W.W.","32 Heffernan La, Melbourne, Australia",poster artist,1914
Hie Loy,"32 Heffernan La, Melbourne, Australia",[no data],1915
"Reid, W.W.","32 Heffernan La, Melbourne, Australia",poster artist,1915
Hie Loy,"32 Heffernan La, Melbourne, Australia",[no data],1916
"Reid, W.W.","32 Heffernan La, Melbourne, Australia",poster artist,1916
Hie Loy,"32 Heffernan La, Melbourne, Australia",[no data],1917
Hie Loy,"32 Heffernan La, Melbourne, Australia",[no data],1918
"Reid, W.W.","32 Heffernan La, Melbourne, Australia",poster artist,1918
Hie Loy,"32 Heffernan La, Melbourne, Australia",[no data],1919
"Reid, W.W.","32 Heffernan La, Melbourne, Australia",poster artist,1919
1st of '4 houses occupied by Chinese',"? Hugh Al, Melbourne, Australia",[no data],1914
2nd of '4 houses occupied by Chinese',"? Hugh Al, Melbourne, Australia",[no data],1914
3rd of '4 houses occupied by Chinese',"? Hugh Al, Melbourne, Australia",[no data],1914
4th of '4 houses occupied by Chinese',"? Hugh Al, Melbourne, Australia",[no data],1914
1st of '5 vacant shops',"1 Hugh Al, Melbourne, Australia",vacant,1900
1st of '5 vacant shops',"1 Hugh Al, Melbourne, Australia",vacant,1901
1 house occupied by Chinese,"1 Hugh Al, Melbourne, Australia",[no data],1902
1 house occupied by Chinese,"1 Hugh Al, Melbourne, Australia",[no data],1903
1st of '4 vacant houses',"1 Hugh Al, Melbourne, Australia",vacant,1904
1st of '4 vacant houses',"1 Hugh Al, Melbourne, Australia",vacant,1905
"Roberts, James","1 Hugh Al, Melbourne, Australia",plumber,1908
vacant,"1 Hugh Al, Melbourne, Australia",vacant,1909
vacant,"1 Hugh Al, Melbourne, Australia",vacant,1910
1st of '4 houses occupied by Chinese',"1 Hugh Al, Melbourne, Australia",[no data],1911
1st of '4 houses occupied by Chinese',"1 Hugh Al, Melbourne, Australia",[no data],1912
1st of '4 houses occupied by Chinese',"1 Hugh Al, Melbourne, Australia",[no data],1913
2nd of '5 vacant shops',"2 Hugh Al, Melbourne, Australia",vacant,1900
2nd of '5 vacant shops',"2 Hugh Al, Melbourne, Australia",vacant,1901
1st of '3 vacant houses',"2 Hugh Al, Melbourne, Australia",vacant,1902
1st of '3 vacant houses',"2 Hugh Al, Melbourne, Australia",vacant,1903
2nd of '4 vacant houses',"2 Hugh Al, Melbourne, Australia",vacant,1904
2nd of '4 vacant houses',"2 Hugh Al, Melbourne, Australia",vacant,1905
2nd of '4 houses occupied by Chinese',"2 Hugh Al, Melbourne, Australia",[no data],1911
2nd of '4 houses occupied by Chinese',"2 Hugh Al, Melbourne, Australia",[no data],1912
2nd of '4 houses occupied by Chinese',"2 Hugh Al, Melbourne, Australia",[no data],1913
3rd of '5 vacant shops',"3 Hugh Al, Melbourne, Australia",vacant,1900
3rd of '5 vacant shops',"3 Hugh Al, Melbourne, Australia",vacant,1901
2nd of '3 vacant houses',"3 Hugh Al, Melbourne, Australia",vacant,1902
2nd of '3 vacant houses',"3 Hugh Al, Melbourne, Australia",vacant,1903
3rd of '4 vacant houses',"3 Hugh Al, Melbourne, Australia",vacant,1904
3rd of '4 vacant houses',"3 Hugh Al, Melbourne, Australia",vacant,1905
3rd of '4 houses occupied by Chinese',"3 Hugh Al, Melbourne, Australia",[no data],1911
3rd of '4 houses occupied by Chinese',"3 Hugh Al, Melbourne, Australia",[no data],1912
3rd of '4 houses occupied by Chinese',"3 Hugh Al, Melbourne, Australia",[no data],1913
4th of '5 vacant shops',"4 Hugh Al, Melbourne, Australia",vacant,1900
4th of '5 vacant shops',"4 Hugh Al, Melbourne, Australia",vacant,1901
3rd of '3 vacant houses',"4 Hugh Al, Melbourne, Australia",vacant,1902
3rd of '3 vacant houses',"4 Hugh Al, Melbourne, Australia",vacant,1903
4th of '4 vacant houses',"4 Hugh Al, Melbourne, Australia",vacant,1904
4th of '4 vacant houses',"4 Hugh Al, Melbourne, Australia",vacant,1905
4th of '4 houses occupied by Chinese',"4 Hugh Al, Melbourne, Australia",[no data],1911
4th of '4 houses occupied by Chinese',"4 Hugh Al, Melbourne, Australia",[no data],1912
4th of '4 houses occupied by Chinese',"4 Hugh Al, Melbourne, Australia",[no data],1913
5th of '5 vacant shops',"5 Hugh Al, Melbourne, Australia",vacant,1900
5th of '5 vacant shops',"5 Hugh Al, Melbourne, Australia",vacant,1901
[no data],"- Hugh's Al, Melbourne, Australia",[no data],1940
[no data],"- Lacey Pl, Melbourne, Australia",[no data],1940
1st of '2 houses occupied by Chinese',"1 Lacey Pl, Melbourne, Australia",[no data],1910
2nd of '2 houses occupied by Chinese',"2 Lacey Pl, Melbourne, Australia",[no data],1910
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1900
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1901
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1902
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1903
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1904
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1905
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1906
"Williamson, J.C.","17 Lacey Pl, Melbourne, Australia",[no data],1906
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1907
"Diggle, James","17 Lacey Pl, Melbourne, Australia",[no data],1907
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1908
"Diggle, James","17 Lacey Pl, Melbourne, Australia",[no data],1908
"Lacey, Mrs Catherine","17 Lacey Pl, Melbourne, Australia",[no data],1909
